23-24|Shrooms: Someone breaks out the shrooms, puff pipe, yellow lotus powder, etc. Roll 1d6: (i) new tattoo, (ii) temporary Madness until the end of your next adventure, (iii) wake up on the couch of a new friend, (iv) wake up three days later with no memory, (v) wake up bruised and missing 1d3 teeth, (vi) wake up in bed with a married highborn (Dex (Stealth) check to escape or caught).
25-26|Axe: Axe throwing competition. Roll 1d6: (i) Winner! Gain 4d6 sp, (ii) runner up, (iii) woeful, (iv) dead last, (v) injure an animal (banned for 2d6 months), (vi) injure a staff member (roll 1d12 on Blade Trauma).
27-28|New Contact: Your amicable merriment attracts a new contact, roll 1d6: (i) Cutpurse Cinder Gribshanks, (ii) Alchemist Lilian, (iii) Beggar Moe Harrit, (iv) Dockmaster Cruthers, (v) Grave Digger Hugott, (vi) Tinkerer Bergermont.
29-30|New Contact: Your amicable merriment attracts a new contact, roll 1d6: (i) Trapper Shanders, (ii) Organlegger Borgov, (iii) Brewer Verna, (iv) Pilgrim Lung Pao, (v) Gong Farmer Gerret, (vi) Street Sweeper Jessa Two Jabs.
31-32|Unexpected: You come into possession of something unexpected. Roll 1d6: (i) young child (1d4 years) and note saying you are the father, (ii) charcoal sketch of yourself, (iii) ancient map to Ortu Menon, (iv) letter blackmailing you, (v) Potion or Scroll, (vi) Minor Charm.
33-34|Jig: Raucous jig causes an accident, roll 1d6: (i) knock over lantern, (ii) broken chair, (iii) shattered mug, (iv) shattered mug (held by Vorrag the Unwashed, Barbarian 3), (v) broken window, (vi) broken door (interrupted trysting couple; banned 1d4 months).
35-36|Beauties: You spend the night arm in arm with a bevy of beauties. Cha check success: reputation as a charmer; fail: sleazy rake.
37-38|Catapult?: You wake up entwined in the boughs of a tall tree outside city walls with scrapes and cuts. Luck save or roll on Injuries & Setbacks. You remember very little. Something about a catapult.
39-40|Most Agreeable: A most agreeable time is had by all. Increase your maximum Luck by 1 point for the next adventure (20% chance permanent, once only).
41-42|Horse: You get into a fisticuff with a horse. When you awake you have a hoofprint in your forehead (treat as Head Injury on Injuries & Setbacks).
43-44|Outrageous: Whilst drunk you inform Madam Wendel, a wealthy spice merchant, that her face reminds you of a baboon’s bottom. Word spreads; more than half the highborn ladies agree with you.
45-46|Moderately Blotto: You decide a quick dip in the local steam baths or horse trough is due. You forget to wear your pants for half a block. Passers by are mortified; a few are impressed.
47-48|Arm Wrestle: Arm wrestling contest. Str contest vs Str 17. Fail: suffer Muscle Tear. Win: earn adoration of tavern regulars for 2d6 months.
49-50|Intimate Relations: Intimate relations with a person who, in hindsight, you shouldn’t have. Consult the Bones for repercussions: (i) stalker, (ii) overzealous family/clergy, (iii) irregular liaisons, (iv) jealous former partner, (v) awkward rash, (vi) the person asks for help with serious trouble.
51-52|Bravado: Act of drunken bravado, roll 1d6: (i) eat a live scorpion (Luck save or Minor Poison), (ii) climb a church and fall (Muscle Tear), (iii) attempt to kiss a stranger (slapped/punched), (iv) wrest a bone from a dog (bite scar), (v) insult staff (banned 1d6 months), (vi) rousing song/story (Cha check for 2d6 sp and fame).
53-54|Temple: Awaken on top of a temple roof, dangling by your cloak. Relevant faithful treat you with disdain for the next 2d6 months.
55-56|Skulduggery: Acquire rare item through skulduggery, roll 1d4: (i) 1d3 doses Minor Poison, (ii) Valuables A, (iii) Potion, (iv) Silvered weapon.
57-58|Reward: Acquire rare item as a reward for a good deed, roll 1d4: (i) Trinkets & Curios, (ii) Scroll, (iii) Valuables A, (iv) Cold iron weapon.
59-60|Lucky: Acquire rare item in a game of chance, roll 1d4: (i) Mithral weapon, (ii) Magical rune trap, (iii) Minor Charm, (iv) Cold iron shield.
61-62|Mystery: Acquire rare item with no memory of how, roll 1d4: (i) Adamantine weapon, (ii) spellbook, (iii) scriptures of a secret cult, (iv) holy symbol. Owner(s) may come knocking later.
63-64|Adversary: boozy antics make you a new adversary, roll 1d6: (i) rebuff infatuated admirer, (ii) insult a moneylender, (iii) hit on crime boss’s squeeze, (iv) break the nose of watch captain’s nephew, (v) threaten a lotus powder lecher, (vi) call out a greedy merchant.
65-66|Tip Off: You receive a tip off that a party pet or hireling has been press ganged onto a pirate ship. The vessel sets sail in 1d8 hours.
67-68|Four Figs: You accidentally cut off one of your fingers in a "stab between the fingers" game. Earn gang respect and a nickname (e.g., El Stumpo). Luck save: opponent lost a thumb instead and you win 5d10 sp.
69-70|Big Brawl: Kick off a massive tavern brawl. Roll on Injuries & Setbacks (no permanent injuries). Taphouse shut for three weeks; you are banned for 1d4 years or life (Luck save).
71-72|Peacekeeper: Quell a disturbance. Make Str or Cha check. Success: free lodging for a month. Fail: mob turns on you (roll on Injuries & Setbacks).
73-74|Ferret: You acquire a ferret with a red velvet vest as a pet (treat as Cat, always succeeds on fear related checks).
75-76|Injected: Injected with mutagen while passed out, roll 1d6: (i) sulfur scent repels dogs, (ii) thinning lips (lose 1 Cha), (iii) trembling hands, (iv) Madness, (v) voice drops two octaves, (vi) muscle mass improves (+2 Str). Lasts 1d12 months.
77-78|Secret Ruin: Neddy Rook, a retired explorer, offers to guide you to a secret ruin for a 10% cut of loot.
79-80|Fence: Deals with a fence for stolen gear. Buy up to three items (uncommon or rare) at half price. Watch may come knocking in 1d10 days.
81-82|Rank: Eat befouled meat on a dare. Con check or suffer a random disease.
83-84|Trophy: Beast hunting contest with 3d6 hunters. Return in two weeks with the best trophy to win the pot (20 sp per person).
85-86|Rumours: Trade secrets throughout the evening. Gain 1d3+1 adventure hooks, rumours, or clues.
87-88|Hireling: Attract 1d3 random hirelings who work for free for one week.
89-90|Fight: Physical altercation with a powerful NPC (e.g., Guard Captain). Escorted from settlement and barred for 1d6+6 months (Luck (Cha) save for half).
91-92|Desecrater: Defile a temple or graveyard. Consult the Bones for Divine Rebuke, or lose 1 Luck until end of next adventure.
93-94|Witch: Insult a secret witch; she curses you. Roll on the DDM table.
95-96|Fool’s Dare: act of bravado (e.g., kidnap watch hound). Luck save or guards catch you (prison, fine, and brand).
97-98|Taxes: Local tax collector hears of your plunders and demands 1d6 x 100 sp in unpaid treasure taxes.
99-100|Bear: Wrestled a bear and lost. Roll 1d8+12 on Injuries & Setbacks (no permanent injuries). Gain notoriety as the “bear man”.
